student_id,name,usn,semester,branch,attendance_pct,assignment_score,cie1_score,cie2_score,lab_exam_score,viva_score,subject_code,subject_name
S003,Rohan Desai,1VT21RAI003,5,RAI,83.6,12,20.5,23.4,33.8,9.6,21RAI52,Design of Machine Elements
S003,Rohan Desai,1VT21RAI003,5,RAI,60.2,16,20.1,35.5,27.9,8.5,21RAI53,Fuzzy Logic & Genetic Algorithms
S003,Rohan Desai,1VT21RAI003,5,RAI,75.9,15.2,22.9,34.6,35.4,10.9,21RAI54,Micro Controller and Embedded Systems
S003,Rohan Desai,1VT21RAI003,5,RAI,76.7,12,12.9,22.3,34.2,5.4,21RAIL55,Micro Controller Lab
S004,Sneha Kulkarni,1VT21RAI004,5,RAI,75.2,9.7,27.5,29.4,36.3,12.7,21RAI51,Mechatronics
S004,Sneha Kulkarni,1VT21RAI004,5,RAI,79.6,11.9,37.3,26.1,32.3,13.2,21RAI52,Design of Machine Elements
S004,Sneha Kulkarni,1VT21RAI004,5,RAI,87.1,13.9,22.2,31.2,33.6,10.5,21RAI53,Fuzzy Logic & Genetic Algorithms
S004,Sneha Kulkarni,1VT21RAI004,5,RAI,76.9,11.6,32.6,26.5,45.6,11.9,21RAI54,Micro Controller and Embedded Systems
S004,Sneha Kulkarni,1VT21RAI004,5,RAI,78.3,17.5,13.9,30.5,32.1,9.3,21RAIL55,Micro Controller Lab
S005,Kiran Reddy,1VT21RAI005,5,RAI,87.5,20,29.2,47.7,47.4,10.3,21RAI51,Mechatronics
S005,Kiran Reddy,1VT21RAI005,5,RAI,100,14.6,37.6,38.4,43.8,12.7,21RAI52,Design of Machine Elements
S005,Kiran Reddy,1VT21RAI005,5,RAI,94.8,15.3,32.5,32.1,27.7,10.7,21RAI53,Fuzzy Logic & Genetic Algorithms
S005,Kiran Reddy,1VT21RAI005,5,RAI,81.1,14.4,28.7,26.3,25.8,8,21RAI54,Micro Controller and Embedded Systems
S005,Kiran Reddy,1VT21RAI005,5,RAI,78.5,15.8,21.5,30.7,31.6,16.6,21RAIL55,Micro Controller Lab
S006,Divya Menon,1VT21RAI006,5,RAI,37.3,3.2,11.5,12.7,6.4,4.8,21RAI51,Mechatronics
S006,Divya Menon,1VT21RAI006,5,RAI,49.4,3.9,18.2,11.8,1.5,5.3,21RAI52,Design of Machine Elements
S006,Divya Menon,1VT21RAI006,5,RAI,32.7,7.1,7,16.5,11.5,5.4,21RAI53,Fuzzy Logic & Genetic Algorithms
S006,Divya Menon,1VT21RAI006,5,RAI,44.4,3.2,15.5,13,26.2,5.3,21RAI54,Micro Controller and Embedded Systems
S006,Divya Menon,1VT21RAI006,5,RAI,35.9,4.8,10.9,6.6,8,3.6,21RAIL55,Micro Controller Lab
S007,Arjun Patil,1VT21RAI007,5,RAI,100,17.4,48,45.9,41.5,17.1,21RAI51,Mechatronics
S007,Arjun Patil,1VT21RAI007,5,RAI,95.8,13.9,31.8,29.1,33.5,8.8,21RAI52,Design of Machine Elements
S007,Arjun Patil,1VT21RAI007,5,RAI,100,14.8,42.6,50,40.4,16.3,21RAI53,Fuzzy Logic & Genetic Algorithms
S007,Arjun Patil,1VT21RAI007,5,RAI,99.2,13.4,42.4,41.8,50,15.2,21RAI54,Micro Controller and Embedded Systems
S007,Arjun Patil,1VT21RAI007,5,RAI,100,17.2,43.9,40.3,50,14.2,21RAIL55,Micro Controller Lab
S008,Meera Iyer,1VT21RAI008,5,RAI,77.5,14.3,31.7,34.2,26.8,11.1,21RAI51,Mechatronics
S008,Meera Iyer,1VT21RAI008,5,RAI,68.6,10,28.1,32,43,8,21RAI52,Design of Machine Elements
S008,Meera Iyer,1VT21RAI008,5,RAI,67.3,15.8,14.3,22.4,24.3,12.5,21RAI53,Fuzzy Logic & Genetic Algorithms
S008,Meera Iyer,1VT21RAI008,5,RAI,81.4,14.8,23.6,28.8,17.9,8.8,21RAI54,Micro Controller and Embedded Systems
S008,Meera Iyer,1VT21RAI008,5,RAI,57.8,13.6,22.9,14.6,23.2,6,21RAIL55,Micro Controller Lab
S009,Vikram Singh,1VT21RAI009,5,RAI,78.3,11,29.1,27.2,31.1,9.6,21RAI51,Mechatronics
S009,Vikram Singh,1VT21RAI009,5,RAI,86.1,16.7,32.1,38,41.4,8,21RAI52,Design of Machine Elements
S009,Vikram Singh,1VT21RAI009,5,RAI,100,12.7,36.6,37,37.9,14.9,21RAI53,Fuzzy Logic & Genetic Algorithms
S009,Vikram Singh,1VT21RAI009,5,RAI,93.2,10.9,29.6,37.4,42.4,9.9,21RAI54,Micro Controller and Embedded Systems
S009,Vikram Singh,1VT21RAI009,5,RAI,89.6,11,28.6,29.4,34.5,11.3,21RAIL55,Micro Controller Lab
S010,Ananya Joshi,1VT21RAI010,5,RAI,70,18.4,21.3,28.5,30.1,12.1,21RAI51,Mechatronics
S010,Ananya Joshi,1VT21RAI010,5,RAI,68.4,13.7,15.1,20.3,25.9,5.9,21RAI52,Design of Machine Elements
S010,Ananya Joshi,1VT21RAI010,5,RAI,73.9,8.4,27.1,17.9,20.2,8.8,21RAI53,Fuzzy Logic & Genetic Algorithms
S010,Ananya Joshi,1VT21RAI010,5,RAI,56.6,8,18.5,15.8,23.9,0.7,21RAI54,Micro Controller and Embedded Systems
S010,Ananya Joshi,1VT21RAI010,5,RAI,60.7,8.1,12.2,14.8,24.2,10.1,21RAIL55,Micro Controller Lab
S011,Rahul Verma,1VT21RAI011,5,RAI,95.6,15.2,33.3,33.5,33.6,12.2,21RAI51,Mechatronics
S011,Rahul Verma,1VT21RAI011,5,RAI,78.4,7,31,30.7,23.3,11.1,21RAI52,Design of Machine Elements
S011,Rahul Verma,1VT21RAI011,5,RAI,92,20,42.2,41.2,34.7,13.5,21RAI53,Fuzzy Logic & Genetic Algorithms
S011,Rahul Verma,1VT21RAI011,5,RAI,72.2,15.5,25.6,31.5,30.6,17.6,21RAI54,Micro Controller and Embedded Systems
S011,Rahul Verma,1VT21RAI011,5,RAI,78.4,14.3,37.6,22.8,42.6,7.3,21RAIL55,Micro Controller Lab
S012,Pooja Pillai,1VT21RAI012,5,RAI,100,19,32.1,50,27.2,12.3,21RAI51,Mechatronics
S012,Pooja Pillai,1VT21RAI012,5,RAI,84.9,15.1,36.3,39.9,41.2,11.3,21RAI52,Design of Machine Elements
S012,Pooja Pillai,1VT21RAI012,5,RAI,90,18.4,34.6,28.7,34.4,10.6,21RAI53,Fuzzy Logic & Genetic Algorithms
S012,Pooja Pillai,1VT21RAI012,5,RAI,76.9,17.5,26.6,40.3,42.1,12.4,21RAI54,Micro Controller and Embedded Systems
S012,Pooja Pillai,1VT21RAI012,5,RAI,84,16.8,31.8,37.7,38.2,5.7,21RAIL55,Micro Controller Lab
S013,Aditya Bhat,1VT21RAI013,5,RAI,100,19.3,45.4,46.3,47.8,18.4,21RAI51,Mechatronics
S013,Aditya Bhat,1VT21RAI013,5,RAI,98.7,18.9,33.3,39.1,39.6,15.9,21RAI52,Design of Machine Elements
S013,Aditya Bhat,1VT21RAI013,5,RAI,91.9,15.4,39.5,41.7,38.3,10.5,21RAI53,Fuzzy Logic & Genetic Algorithms
S013,Aditya Bhat,1VT21RAI013,5,RAI,98.2,12.6,38.7,37.8,32.9,14,21RAI54,Micro Controller and Embedded Systems
S013,Aditya Bhat,1VT21RAI013,5,RAI,100,18.3,38.6,50,50,18.5,21RAIL55,Micro Controller Lab
S014,Lakshmi Subramaniam,1VT21RAI014,5,RAI,63.2,13.1,25.9,28.9,28,8.5,21RAI51,Mechatronics
S014,Lakshmi Subramaniam,1VT21RAI014,5,RAI,80.9,15.6,30.5,31.3,24.4,7.4,21RAI52,Design of Machine Elements
S014,Lakshmi Subramaniam,1VT21RAI014,5,RAI,78,13.4,28.3,20,20.5,12.3,21RAI53,Fuzzy Logic & Genetic Algorithms
S014,Lakshmi Subramaniam,1VT21RAI014,5,RAI,61.6,14.7,23.2,38.7,36.9,9,21RAI54,Micro Controller and Embedded Systems
S014,Lakshmi Subramaniam,1VT21RAI014,5,RAI,72.1,12.1,16.9,30.7,32.9,2,21RAIL55,Micro Controller Lab
S015,Suresh Gowda,1VT21RAI015,5,RAI,88.1,12.2,34.8,21.4,22.4,12.8,21RAI51,Mechatronics
S015,Suresh Gowda,1VT21RAI015,5,RAI,74.3,11.2,21,29.5,36.1,5.2,21RAI52,Design of Machine Elements
S015,Suresh Gowda,1VT21RAI015,5,RAI,82.9,13.2,31.8,30.2,26.9,7.4,21RAI53,Fuzzy Logic & Genetic Algorithms
S015,Suresh Gowda,1VT21RAI015,5,RAI,75.9,11,27,22.5,39.9,8.1,21RAI54,Micro Controller and Embedded Systems
S015,Suresh Gowda,1VT21RAI015,5,RAI,84.9,10.3,28.6,19.3,36.1,10.4,21RAIL55,Micro Controller Lab
S016,Nandini Rao,1VT21RAI016,5,RAI,83.9,14.4,43,39.7,35.1,14.1,21RAI51,Mechatronics
S016,Nandini Rao,1VT21RAI016,5,RAI,100,19.7,43.2,40.9,50,15,21RAI52,Design of Machine Elements
S016,Nandini Rao,1VT21RAI016,5,RAI,81.4,13.2,30,37.7,41.2,14.7,21RAI53,Fuzzy Logic & Genetic Algorithms
S016,Nandini Rao,1VT21RAI016,5,RAI,98.7,20,44.5,50,29.6,12.9,21RAI54,Micro Controller and Embedded Systems
S016,Nandini Rao,1VT21RAI016,5,RAI,71.6,15.7,36.2,28.6,40.1,8.7,21RAIL55,Micro Controller Lab
S017,Deepak Hegde,1VT21RAI017,5,RAI,42.6,11,3.5,16.7,16.3,8.6,21RAI51,Mechatronics
S017,Deepak Hegde,1VT21RAI017,5,RAI,37.7,2.6,8,12.5,19.5,4.9,21RAI52,Design of Machine Elements
S017,Deepak Hegde,1VT21RAI017,5,RAI,42.5,4,14.8,13.8,19.8,3.4,21RAI53,Fuzzy Logic & Genetic Algorithms
S017,Deepak Hegde,1VT21RAI017,5,RAI,60.1,3.4,8.2,19.5,27.4,4.8,21RAI54,Micro Controller and Embedded Systems
S017,Deepak Hegde,1VT21RAI017,5,RAI,32.6,6.7,4.1,23.2,29.6,4.4,21RAIL55,Micro Controller Lab
S018,Kavitha Krishnan,1VT21RAI018,5,RAI,96.6,15.1,36.2,44.7,39.1,18.6,21RAI51,Mechatronics
S018,Kavitha Krishnan,1VT21RAI018,5,RAI,80.4,11,31.7,27,34.6,7.3,21RAI52,Design of Machine Elements
S018,Kavitha Krishnan,1VT21RAI018,5,RAI,100,19.3,27.5,40.8,40.4,12.4,21RAI53,Fuzzy Logic & Genetic Algorithms
S018,Kavitha Krishnan,1VT21RAI018,5,RAI,90.5,14.1,34.2,32.6,46.5,9.3,21RAI54,Micro Controller and Embedded Systems
S018,Kavitha Krishnan,1VT21RAI018,5,RAI,91.1,16.5,26.4,41.7,28.1,12.3,21RAIL55,Micro Controller Lab
S019,Sanjay Naik,1VT21RAI019,5,RAI,78.2,4.6,18.2,19.3,30,12,21RAI51,Mechatronics
S019,Sanjay Naik,1VT21RAI019,5,RAI,84.2,6.8,27.5,21.8,26.8,10.5,21RAI52,Design of Machine Elements
S019,Sanjay Naik,1VT21RAI019,5,RAI,82.2,6.5,20.4,19.1,17.2,11.6,21RAI53,Fuzzy Logic & Genetic Algorithms
S019,Sanjay Naik,1VT21RAI019,5,RAI,83.7,14.6,25.4,22.2,33.3,7.6,21RAI54,Micro Controller and Embedded Systems
S019,Sanjay Naik,1VT21RAI019,5,RAI,60.9,10.1,24.2,20.1,32.2,6.9,21RAIL55,Micro Controller Lab
S020,Riya Fernandes,1VT21RAI020,5,RAI,100,17.2,36.4,34.6,41.3,14.4,21RAI51,Mechatronics
S020,Riya Fernandes,1VT21RAI020,5,RAI,87,14.9,36.1,34,28,9.3,21RAI52,Design of Machine Elements
S020,Riya Fernandes,1VT21RAI020,5,RAI,77.5,15.8,31.8,30,28,6,21RAI53,Fuzzy Logic & Genetic Algorithms
S020,Riya Fernandes,1VT21RAI020,5,RAI,68.9,11.9,20.2,19.8,33,8.6,21RAI54,Micro Controller and Embedded Systems
S020,Riya Fernandes,1VT21RAI020,5,RAI,87.4,15.9,21.4,34.9,22.6,8.9,21RAIL55,Micro Controller Lab
S001,Aarav Sharma,1VT22RAI001,6,RAI,100,19.2,50,39.8,41.7,16.9,21RAI61,Management & Entrepreneurship
S001,Aarav Sharma,1VT22RAI001,6,RAI,100,20,42.2,50,46.8,14.5,21RAI62,Finite Element Analysis
S001,Aarav Sharma,1VT22RAI001,6,RAI,90,16.8,41,39.3,47.2,16.3,21RAI63,Robot Programming
S001,Aarav Sharma,1VT22RAI001,6,RAI,100,14,50,41.6,50,20,21RAI64,Professional Elective I
S001,Aarav Sharma,1VT22RAI001,6,RAI,98.7,16.1,47.1,47.2,37,18.7,21RAIL66,Robotics Lab
S002,Priya Nair,1VT22RAI002,6,RAI,63.5,9,18.4,19,20.4,14.5,21RAI61,Management & Entrepreneurship
S002,Priya Nair,1VT22RAI002,6,RAI,50.5,9.2,10.5,11.3,8.4,7.6,21RAI62,Finite Element Analysis
S002,Priya Nair,1VT22RAI002,6,RAI,58,5,18.5,19.4,19,2.5,21RAI63,Robot Programming
S002,Priya Nair,1VT22RAI002,6,RAI,46.5,8,13.6,13.6,24.2,4.8,21RAI64,Professional Elective I
S002,Priya Nair,1VT22RAI002,6,RAI,57.1,11.1,10.7,15.8,27.3,6.2,21RAIL66,Robotics Lab
S003,Rohan Desai,1VT22RAI003,6,RAI,84.5,17.8,32,40.1,47.5,15.1,21RAI61,Management & Entrepreneurship
S003,Rohan Desai,1VT22RAI003,6,RAI,81.1,16.2,34.8,36.1,43.1,12.4,21RAI62,Finite Element Analysis
S003,Rohan Desai,1VT22RAI003,6,RAI,95.5,17.1,32.6,42.4,41.5,14.8,21RAI63,Robot Programming
S003,Rohan Desai,1VT22RAI003,6,RAI,95.4,13.3,32.7,39.8,37.5,14.9,21RAI64,Professional Elective I
S003,Rohan Desai,1VT22RAI003,6,RAI,75.5,11.2,26.1,34.2,40.7,5.9,21RAIL66,Robotics Lab
S004,Sneha Kulkarni,1VT22RAI004,6,RAI,64.5,17.5,23.2,28,43.8,6.7,21RAI61,Management & Entrepreneurship
S004,Sneha Kulkarni,1VT22RAI004,6,RAI,81.4,8.4,25.1,27,33.3,10.2,21RAI62,Finite Element Analysis
S004,Sneha Kulkarni,1VT22RAI004,6,RAI,76.3,13.1,17.3,21.1,22.9,5.5,21RAI63,Robot Programming
S004,Sneha Kulkarni,1VT22RAI004,6,RAI,72.8,12.8,21,26.2,40.6,11.6,21RAI64,Professional Elective I
S004,Sneha Kulkarni,1VT22RAI004,6,RAI,60.6,11.7,15.7,17.5,20.4,3.4,21RAIL66,Robotics Lab
S005,Kiran Reddy,1VT22RAI005,6,RAI,97.4,14.9,31.1,41.4,43.3,11.5,21RAI61,Management & Entrepreneurship
S005,Kiran Reddy,1VT22RAI005,6,RAI,82.4,10,36.5,23.4,29.4,14.2,21RAI62,Finite Element Analysis
S005,Kiran Reddy,1VT22RAI005,6,RAI,89.3,14.7,36.1,37.8,47.8,13.3,21RAI63,Robot Programming
S005,Kiran Reddy,1VT22RAI005,6,RAI,93.6,16.4,31,38,32.7,8.9,21RAI64,Professional Elective I
S005,Kiran Reddy,1VT22RAI005,6,RAI,82.3,13.9,27.7,36,40,8.7,21RAIL66,Robotics Lab
S006,Divya Menon,1VT22RAI006,6,RAI,45.1,6.3,0.3,19.8,25.7,8.2,21RAI61,Management & Entrepreneurship
S006,Divya Menon,1VT22RAI006,6,RAI,48.1,5.2,13.3,8.7,17.4,1,21RAI62,Finite Element Analysis
S006,Divya Menon,1VT22RAI006,6,RAI,41.1,8.8,12.7,11.5,21.8,1.5,21RAI63,Robot Programming
S006,Divya Menon,1VT22RAI006,6,RAI,37.4,7.7,10.1,13.9,17.5,0,21RAI64,Professional Elective I
S006,Divya Menon,1VT22RAI006,6,RAI,40.1,7.5,12.7,18.4,11.5,3.9,21RAIL66,Robotics Lab
S007,Arjun Patil,1VT22RAI007,6,RAI,93.7,16,39.1,38.8,40.6,10.3,21RAI61,Management & Entrepreneurship
S007,Arjun Patil,1VT22RAI007,6,RAI,100,19.6,42.5,44.3,48.8,16.2,21RAI62,Finite Element Analysis
S007,Arjun Patil,1VT22RAI007,6,RAI,93.2,18.4,37.8,41.5,39.3,14.8,21RAI63,Robot Programming
S007,Arjun Patil,1VT22RAI007,6,RAI,94.9,20,36.8,44,50,17.4,21RAI64,Professional Elective I
S007,Arjun Patil,1VT22RAI007,6,RAI,100,19.7,47.5,50,39.7,16.2,21RAIL66,Robotics Lab
S008,Meera Iyer,1VT22RAI008,6,RAI,83.3,17.4,27.6,25.3,40.7,11.1,21RAI61,Management & Entrepreneurship
S008,Meera Iyer,1VT22RAI008,6,RAI,76,11.4,30.2,31.6,31.2,10.7,21RAI62,Finite Element Analysis
S008,Meera Iyer,1VT22RAI008,6,RAI,84.6,7.3,22.7,30.4,28.6,8.2,21RAI63,Robot Programming
S008,Meera Iyer,1VT22RAI008,6,RAI,72.2,14.5,27.5,29.1,27.8,9.5,21RAI64,Professional Elective I
S008,Meera Iyer,1VT22RAI008,6,RAI,84.5,17.2,31.2,25.1,34.3,11.3,21RAIL66,Robotics Lab
S009,Vikram Singh,1VT22RAI009,6,RAI,96.5,15.3,41.7,41.8,39,12.1,21RAI61,Management & Entrepreneurship
S009,Vikram Singh,1VT22RAI009,6,RAI,91.5,18.6,30.2,33.9,50,11.7,21RAI62,Finite Element Analysis
S009,Vikram Singh,1VT22RAI009,6,RAI,94.3,13.9,46.5,39.5,38.9,18.6,21RAI63,Robot Programming
S009,Vikram Singh,1VT22RAI009,6,RAI,84.8,14.1,25.2,35.5,37.8,12.3,21RAI64,Professional Elective I
S009,Vikram Singh,1VT22RAI009,6,RAI,98.3,17.7,39,48.4,38,18.4,21RAIL66,Robotics Lab
S010,Ananya Joshi,1VT22RAI010,6,RAI,77.7,5,21.3,22.2,35.6,7.2,21RAI61,Management & Entrepreneurship
S010,Ananya Joshi,1VT22RAI010,6,RAI,59.7,14.1,20.6,27,27.6,7.2,21RAI62,Finite Element Analysis
S010,Ananya Joshi,1VT22RAI010,6,RAI,58.4,3.7,7.5,16.5,17.2,7.8,21RAI63,Robot Programming
S010,Ananya Joshi,1VT22RAI010,6,RAI,61.9,8.8,13.8,13.3,18.8,7.9,21RAI64,Professional Elective I
S010,Ananya Joshi,1VT22RAI010,6,RAI,67.6,8.6,26.7,20.2,22.4,2.7,21RAIL66,Robotics Lab
S011,Rahul Verma,1VT22RAI011,6,RAI,89,15.8,30.2,34.9,31.6,13.2,21RAI61,Management & Entrepreneurship
S011,Rahul Verma,1VT22RAI011,6,RAI,100,12.7,40.6,31.8,30.8,10.9,21RAI62,Finite Element Analysis
S011,Rahul Verma,1VT22RAI011,6,RAI,96.1,16.6,39.5,34.9,46.3,17.6,21RAI63,Robot Programming
S011,Rahul Verma,1VT22RAI011,6,RAI,89.5,16.2,31.8,33.7,31.2,11.2,21RAI64,Professional Elective I
S011,Rahul Verma,1VT22RAI011,6,RAI,93.3,13.2,30.3,31.3,26.3,15.9,21RAIL66,Robotics Lab
S012,Pooja Pillai,1VT22RAI012,6,RAI,81.5,18.2,31,39.6,33.8,11.1,21RAI61,Management & Entrepreneurship
S012,Pooja Pillai,1VT22RAI012,6,RAI,81.8,13.3,34.4,36.6,30.4,13,21RAI62,Finite Element Analysis
S012,Pooja Pillai,1VT22RAI012,6,RAI,71.9,10.6,24.3,23.9,23.3,6.2,21RAI63,Robot Programming
S012,Pooja Pillai,1VT22RAI012,6,RAI,93.8,15.2,35.5,31,25.9,12.1,21RAI64,Professional Elective I
S012,Pooja Pillai,1VT22RAI012,6,RAI,81.8,13.3,25,25.8,32.2,7,21RAIL66,Robotics Lab
S013,Aditya Bhat,1VT22RAI013,6,RAI,95.3,14.3,45.9,47.1,43.8,12.9,21RAI61,Management & Entrepreneurship
S013,Aditya Bhat,1VT22RAI013,6,RAI,100,14.8,39.8,38.9,38.2,10.6,21RAI62,Finite Element Analysis
S013,Aditya Bhat,1VT22RAI013,6,RAI,87.6,14.5,34,30.5,37.2,12.1,21RAI63,Robot Programming
S013,Aditya Bhat,1VT22RAI013,6,RAI,94.1,16.2,33.5,49.7,42.2,16.7,21RAI64,Professional Elective I
S013,Aditya Bhat,1VT22RAI013,6,RAI,100,19.3,37,40.7,50,14.5,21RAIL66,Robotics Lab
S014,Lakshmi Subramaniam,1VT22RAI014,6,RAI,73.5,8.6,17.1,29.8,27.4,2,21RAI61,Management & Entrepreneurship
S014,Lakshmi Subramaniam,1VT22RAI014,6,RAI,67.1,13.2,23,25.1,27.4,8.7,21RAI62,Finite Element Analysis
S014,Lakshmi Subramaniam,1VT22RAI014,6,RAI,59.4,7.8,11,23.7,30,8.1,21RAI63,Robot Programming
S014,Lakshmi Subramaniam,1VT22RAI014,6,RAI,62.9,9.5,24.9,24,35.5,4.8,21RAI64,Professional Elective I
S014,Lakshmi Subramaniam,1VT22RAI014,6,RAI,58.9,7.5,18.5,19.6,24.9,3.3,21RAIL66,Robotics Lab
S015,Suresh Gowda,1VT22RAI015,6,RAI,91.2,15.3,25.1,35.6,28.9,15.5,21RAI61,Management & Entrepreneurship
S015,Suresh Gowda,1VT22RAI015,6,RAI,82,13.2,22.4,38.2,46,6.7,21RAI62,Finite Element Analysis
S015,Suresh Gowda,1VT22RAI015,6,RAI,84.2,12.5,35.9,38.1,31.1,16.2,21RAI63,Robot Programming
S015,Suresh Gowda,1VT22RAI015,6,RAI,84,15,26.8,39.8,37.1,10.4,21RAI64,Professional Elective I
S015,Suresh Gowda,1VT22RAI015,6,RAI,78.8,14.7,22.2,30.6,32.2,12,21RAIL66,Robotics Lab
S016,Nandini Rao,1VT22RAI016,6,RAI,95.2,16.3,40.7,44.1,45,14.2,21RAI61,Management & Entrepreneurship
S016,Nandini Rao,1VT22RAI016,6,RAI,92.4,19.3,45.6,42.2,31,16.9,21RAI62,Finite Element Analysis
S016,Nandini Rao,1VT22RAI016,6,RAI,86.1,17.1,27.8,40.7,37,13.8,21RAI63,Robot Programming
S016,Nandini Rao,1VT22RAI016,6,RAI,97.5,17.3,36.4,45,21.4,15,21RAI64,Professional Elective I
S016,Nandini Rao,1VT22RAI016,6,RAI,88,17.4,39.7,35.5,41.9,13.7,21RAIL66,Robotics Lab
S017,Deepak Hegde,1VT22RAI017,6,RAI,54.1,14.2,11.7,21.7,15.5,6.9,21RAI61,Management & Entrepreneurship
S017,Deepak Hegde,1VT22RAI017,6,RAI,70.1,10.4,16.4,27.2,24.6,7.7,21RAI62,Finite Element Analysis
S017,Deepak Hegde,1VT22RAI017,6,RAI,64.1,6.2,19.7,21.4,18.5,3.2,21RAI63,Robot Programming
S017,Deepak Hegde,1VT22RAI017,6,RAI,50.5,7.5,14.8,15.8,22.2,9.7,21RAI64,Professional Elective I
S017,Deepak Hegde,1VT22RAI017,6,RAI,67,12.4,22.9,16.4,21.9,4.4,21RAIL66,Robotics Lab
S018,Kavitha Krishnan,1VT22RAI018,6,RAI,91.7,15.9,35.3,34.7,29.5,11.6,21RAI61,Management & Entrepreneurship
S018,Kavitha Krishnan,1VT22RAI018,6,RAI,89.6,16,40.3,40.4,28.8,13.1,21RAI62,Finite Element Analysis
S018,Kavitha Krishnan,1VT22RAI018,6,RAI,86,15.1,33.3,41,30,10.6,21RAI63,Robot Programming
S018,Kavitha Krishnan,1VT22RAI018,6,RAI,97.1,13.4,41.4,43.3,36.3,13.3,21RAI64,Professional Elective I
S018,Kavitha Krishnan,1VT22RAI018,6,RAI,93.8,17.2,33.7,30.7,40,13.1,21RAIL66,Robotics Lab
S019,Sanjay Naik,1VT22RAI019,6,RAI,77,12.5,19.8,30.2,25,7,21RAI61,Management & Entrepreneurship
S019,Sanjay Naik,1VT22RAI019,6,RAI,75.3,10.5,28.6,27.4,25.5,5.1,21RAI62,Finite Element Analysis
S019,Sanjay Naik,1VT22RAI019,6,RAI,76.6,13.3,33.1,15.7,38.1,13.1,21RAI63,Robot Programming
S019,Sanjay Naik,1VT22RAI019,6,RAI,79.1,9.2,18.2,24.9,37.4,9.6,21RAI64,Professional Elective I
S019,Sanjay Naik,1VT22RAI019,6,RAI,81,11,33.8,36.2,34.1,7.8,21RAIL66,Robotics Lab
S020,Riya Fernandes,1VT22RAI020,6,RAI,92.4,18.1,37.2,32.5,44.6,13.6,21RAI61,Management & Entrepreneurship
S020,Riya Fernandes,1VT22RAI020,6,RAI,92.3,16.1,38.8,38,34.7,11.6,21RAI62,Finite Element Analysis
S020,Riya Fernandes,1VT22RAI020,6,RAI,83.6,16.7,28.7,31.8,32.7,12.6,21RAI63,Robot Programming
S020,Riya Fernandes,1VT22RAI020,6,RAI,100,12.3,37.1,43.1,26.6,18.5,21RAI64,Professional Elective I
S020,Riya Fernandes,1VT22RAI020,6,RAI,81.2,17.2,19.7,33.8,31.2,11.3,21RAIL66,Robotics Lab
S001,Aarav Sharma,1VT22RAI001,7,RAI,100,20,44.9,44.9,50,16.3,21RAI71,Computer Integrated Manufacturing
S001,Aarav Sharma,1VT22RAI001,7,RAI,70.1,19,32.4,32.6,37.6,14.4,21RAI72,Professional Elective II
S001,Aarav Sharma,1VT22RAI001,7,RAI,100,17.7,37.8,47.4,36.1,11.1,21RAI73,Professional Elective III
S001,Aarav Sharma,1VT22RAI001,7,RAI,87.9,20,46.7,45.4,34.6,15.6,21RAI74,Open Elective II
S001,Aarav Sharma,1VT22RAI001,7,RAI,90.9,11.4,32.8,38.2,46.8,20,21RAIP75,Project Work
S002,Priya Nair,1VT22RAI002,7,RAI,52.5,11.9,18.8,19.7,23.3,8.8,21RAI71,Computer Integrated Manufacturing
S002,Priya Nair,1VT22RAI002,7,RAI,64,13.4,25.8,23,17.4,9.9,21RAI72,Professional Elective II
S002,Priya Nair,1VT22RAI002,7,RAI,64.9,9.7,25.1,15.3,28.8,2.5,21RAI73,Professional Elective III
S002,Priya Nair,1VT22RAI002,7,RAI,58.7,13.7,17.9,25.1,29.9,8.3,21RAI74,Open Elective II
S002,Priya Nair,1VT22RAI002,7,RAI,70.7,9.3,28,21.2,32.7,13.6,21RAIP75,Project Work
S003,Rohan Desai,1VT22RAI003,7,RAI,75.9,8,17.5,20.5,20,11.1,21RAI71,Computer Integrated Manufacturing
S003,Rohan Desai,1VT22RAI003,7,RAI,92.1,19.7,28.1,21.4,44.8,12.4,21RAI72,Professional Elective II
S003,Rohan Desai,1VT22RAI003,7,RAI,68,9.1,26.7,24.5,16.3,6.3,21RAI73,Professional Elective III
S003,Rohan Desai,1VT22RAI003,7,RAI,92.7,14.4,46.1,39,43.3,15.1,21RAI74,Open Elective II
S003,Rohan Desai,1VT22RAI003,7,RAI,73.7,9.6,22.8,29.8,31.8,10.8,21RAIP75,Project Work
S004,Sneha Kulkarni,1VT22RAI004,7,RAI,78.4,11.9,23.1,13.5,33.3,7.2,21RAI71,Computer Integrated Manufacturing
S004,Sneha Kulkarni,1VT22RAI004,7,RAI,73.7,12.4,23.9,27.2,17.5,7,21RAI72,Professional Elective II
S004,Sneha Kulkarni,1VT22RAI004,7,RAI,80.7,12.7,21.3,28.7,27.3,8.1,21RAI73,Professional Elective III
S004,Sneha Kulkarni,1VT22RAI004,7,RAI,77.4,11.5,18.1,28.1,26.4,6.2,21RAI74,Open Elective II
S004,Sneha Kulkarni,1VT22RAI004,7,RAI,66.2,10.4,22.3,20.4,27.1,6.3,21RAIP75,Project Work
S005,Kiran Reddy,1VT22RAI005,7,RAI,96.6,20,37.6,33,38,16.4,21RAI71,Computer Integrated Manufacturing
S005,Kiran Reddy,1VT22RAI005,7,RAI,93.7,11.7,32.9,41.7,42,11.8,21RAI72,Professional Elective II
